Gene	GSM368455	GSM368458	GSM368459	GSM368460	GSM368464	GSM368840	GSM368841	GSM368842	GSM368844	GSM368845
ADAMTSL3	4.6102886	4.748149	3.9989264	4.259806	4.193324	4.4793396	4.199166	3.9401708	4.1349735	4.2406764
ADAMTSL4	43.723698	44.390118	27.931414	43.327843	35.599613	42.04059	34.36291	27.073914	28.144777	42.40302
ADAP1	562.29517	556.6696	330.23206	373.5051	559.4274	452.0839	399.69553	483.74765	772.9204	448.36258
ADAP2	67.40172	69.03495	165.45683	127.60735	160.6231	65.15383	106.627464	103.743256	138.47884	82.16713
ADAR	1997.9395	1384.0859	1781.0115	1900.9008	1801.2083	1242.022	2631.8582	1780.8467	3074.4695	1954.2946
ADARB1	27.926226	27.961243	54.88065	29.046968	27.183428	29.450037	29.578768	59.011456	53.057762	28.892385
ADARB2	12.15725	12.629909	8.099326	9.757925	9.007327	12.94015	9.034114	9.020712	9.265487	9.627946
ADAT1	33.469078	41.850807	75.60068	63.350246	42.182243	31.533283	29.058418	30.030994	38.206417	29.288553
ADCK2	84.85608	100.19957	94.18324	96.30669	85.87005	105.21199	93.48552	143.77235	112.69115	117.23133
ADCK3	36.340652	38.116104	39.352547	40.55469	29.55614	34.561203	48.62098	71.195015	45.56292	41.584644
ADCK4	10.59169	14.017181	9.184159	10.729201	9.1803255	10.313792	9.70059	8.629308	8.592548	9.6208
ADCY1	30.02264	25.511566	17.826494	17.872046	18.500664	19.67653	20.407404	17.527937	15.590068	18.598783
ADCY10	11.4599495	11.533567	7.3558755	9.682154	8.89684	10.283689	9.040828	8.152868	7.5495176	9.227304
ADCY2	7.3357663	7.8725643	5.8098326	6.7326374	6.3100586	7.1131964	6.5944324	6.205817	6.328237	6.6828384
ADCY3	107.79149	128.9645	93.823395	93.17697	103.40672	102.708565	101.25117	86.72696	80.86216	85.3972
ADCY6	9.657923	9.768346	8.063703	8.727562	8.432974	9.299084	8.511202	7.883163	8.081682	8.636919
ADCY7	259.34787	177.75354	462.20004	335.07294	364.09998	256.422	683.103	619.98254	588.5308	581.2173
ADCY8	7.14694	7.440666	5.95835	6.674469	6.5250335	6.89802	6.5195866	5.8978357	6.2401776	6.670136
ADCY9	38.72221	39.909725	25.154226	25.889584	38.938416	26.466534	24.613874	20.161741	22.616398	25.116903
ADCYAP1	7.2159176	7.433419	6.5005574	6.771486	6.521705	7.045201	6.7598696	6.3273563	6.292224	6.7489014
ADCYAP1R1	8.086557	10.211886	6.495733	7.598016	7.353145	9.32977	7.598016	7.0805955	6.629408	7.5800557
ADD1	293.4923	195.28357	637.4858	695.94855	502.48505	1040.1837	447.35632	605.07623	582.473	543.0084
ADD2	14.535813	15.533746	13.452602	14.401542	16.134682	14.242055	13.545301	13.289433	13.336379	13.67159
ADD3	1615.6161	2279.888	4043.4766	4040.385	2123.741	1722.5737	1517.5182	3593.185	3386.3057	2996.4463
ADD3-AS1	16.496151	11.901623	8.73688	10.856906	10.5823555	15.419565	10.619494	9.988811	8.870868	10.901075
ADGB	18.270327	24.171337	9.137829	11.425969	11.026476	12.559199	11.016762	8.33726	9.808315	11.251822
ADH1A	13.880617	12.721075	10.2038355	11.01625	10.696397	11.795517	10.811161	10.010158	10.134944	10.965761
ADH1B	15.58501	19.438772	8.678294	14.080413	13.726896	17.71025	13.734543	12.721072	12.472089	12.850404
ADH1C	20.35208	57.347294	8.247613	11.707184	9.704194	16.305523	9.643821	7.9465146	8.711176	10.880357
ADH5	209.10736	153.95688	383.8517	347.79327	193.45726	114.39282	224.9981	295.57648	263.92462	231.31776
ADH6	9.789217	8.115503	6.963303	7.657832	9.122582	8.017814	7.558984	6.9532943	7.2585673	7.6507297
ADH7	15.965621	18.309366	11.25652	11.276387	13.483226	16.24209	13.632954	11.84708	13.020865	14.214327
ADI1	186.04904	81.16854	378.66837	255.79233	149.97998	109.011246	219.99089	332.94955	201.29594	253.17682
ADIPOQ	6.0200434	6.169354	5.140003	5.710408	5.251867	5.852311	5.5402374	5.278497	5.3776307	5.7066994
ADIPOR1	5779.658	4161.3003	1092.9272	1753.1335	2826.5405	6017.332	453.2903	1193.1031	2394.2712	2485.7407
ADIPOR2	66.09477	42.947544	91.07397	69.04776	89.5486	63.970528	83.96314	84.95069	117.09407	61.1864
ADIRF	7.257556	7.898541	5.7377653	6.307424	6.0497265	7.169527	6.159629	5.4403763	5.6998196	6.29018
ADK	42.38729	57.47385	128.02252	63.89934	61.62229	108.393394	38.426888	63.926037	158.19681	69.31741
ADM	561.6968	514.71497	372.91	649.0592	543.4431	177.46323	527.48114	218.83292	667.44507	363.463
ADM2	13.111199	13.9419365	8.607714	10.60054	11.100395	12.789137	11.245557	14.142615	10.497263	11.43286
ADNP	56.432636	102.03877	330.2571	257.08948	150.49234	177.30878	350.44183	362.90262	287.4141	219.49632
ADNP2	55.711967	60.17277	104.66183	64.58641	102.35177	65.78415	93.9824	102.966255	83.947495	63.30465
ADO	101.95599	75.49376	171.32794	137.69383	108.950554	64.22782	92.57357	127.98395	112.94501	84.339935
ADORA1	29.085415	30.537556	23.209082	24.854313	24.134914	27.77182	24.450525	21.286068	22.61745	24.428978
ADORA2A /// SPECC1L-ADORA2A	52.76073	43.697342	163.62451	96.114784	94.671875	63.706974	92.19218	94.128654	83.912476	78.27069
ADORA2B	4.1650133	4.0600643	3.7200367	3.9498723	3.8801167	4.1297956	3.9021444	4.0459604	3.7602987	3.929216
ADORA3	6.680355	6.470764	8.190025	6.3736215	6.092546	3.6980073	6.151632	6.4473867	5.888539	6.151632
ADPGK	378.97598	353.7255	560.6751	426.5778	494.31015	243.69649	451.65295	506.80536	500.68143	334.3509
ADPRH	8.080184	6.7856393	5.499258	5.809831	5.543838	5.7486925	5.420974	5.1509867	5.288793	5.659235
ADPRM	6.2882833	6.2815757	10.811911	6.0580134	8.175787	5.8018856	5.9742684	5.76619	5.9151006	5.747225
ADRA1A	19.449596	24.296148	14.791641	13.435448	16.218365	18.598783	16.163149	14.862501	15.929731	17.034822
ADRA1B	3.3052254	3.3931797	3.0121582	3.1401734	3.0959027	3.2097056	3.097052	2.980044	3.0121582	3.110879
ADRA1D	13.420807	14.562818	10.522132	11.578609	22.760622	12.881447	11.430209	10.309487	10.663689	11.616275
ADRA2A	12.290548	14.979508	8.579799	10.319058	19.591806	13.241422	10.005047	8.300591	9.731246	10.21615
ADRA2B	4.6792536	7.330998	4.171395	4.3051114	4.2689075	4.584264	5.627289	3.983185	4.1582537	4.221436
ADRA2C	91.814316	134.72658	45.083424	61.388252	60.522774	67.2642	59.58653	45.539677	52.251522	60.640865
ADRB1	7.82195	7.633353	4.9963264	5.954205	5.5013	6.285221	5.794487	5.164868	5.529708	5.8953743
ADRB2	101.70321	86.65453	151.54355	114.53615	164.94322	118.47128	121.43213	124.82561	128.88077	124.317024
ADRB3	9.271078	8.158545	6.944587	7.5009837	7.1164966	8.736474	7.262273	6.0598416	7.5899096	7.3483715
ADRBK1	78.791794	73.137085	71.1455	69.4043	64.33072	71.835464	58.496216	56.89011	61.894543	60.424614
ADRBK2	11.421198	11.502035	10.276054	10.9749155	10.804642	11.091131	10.731693	10.005511	13.240188	10.918542
ADRM1	101.50515	101.50515	110.65994	104.86109	103.028336	177.6217	107.2825	97.43035	110.025085	105.632744
ADSL	75.721825	75.721825	384.4401	319.6061	170.5191	109.45727	156.87016	235.76056	235.20877	177.01698
ADSS	90.16362	55.248585	184.51021	159.51619	129.3781	34.3175	106.45692	173.2908	167.87721	125.91932
ADTRP	11.707184	11.314648	10.587762	11.727846	11.382577	15.301255	11.172224	10.766106	11.172224	24.722614
AEBP1	24.34016	40.768845	22.45641	23.30783	22.38151	24.601313	29.357277	24.349197	24.315325	23.5055
AEN	175.27206	89.72743	82.132774	83.12193	104.30306	75.82552	68.59747	64.55796	79.94444	81.30614
AES	124.97629	137.61395	108.95814	96.18613	89.66918	246.37976	117.453186	124.796684	130.03412	119.642456
AF007147	312.14603	310.82355	684.229	726.941	555.0316	307.6022	283.71716	388.95245	537.5181	430.23477
AF070581	10.695899	12.929354	8.417139	9.199728	8.904063	10.41237	8.656776	8.350231	7.877677	8.973954
AF090939	6.083507	6.3819065	5.098198	5.454531	5.3195586	6.3170905	5.315611	4.9963264	5.0720077	5.3833737
AF198444	13.908338	17.582512	8.19763	9.608308	8.840871	10.477309	8.833697	7.249142	7.805093	9.072342
AFAP1	19.839724	24.387642	9.203361	14.182374	11.040299	19.961615	11.93979	9.2341585	10.068387	12.439725
AFF1	1055.768	554.6723	1273.5952	932.81177	1215.3982	973.13306	1505.8387	1079.7725	1544.9086	976.66235
AFF2	9.460991	7.199197	4.9398494	5.450483	5.240184	5.5714307	5.3096952	4.539391	4.9896073	5.268709
AFF3	20.414032	19.680185	11.232521	14.401546	13.9866495	15.431022	14.000933	12.888623	10.84835	15.038707
AFF4	6.173936	6.261643	5.84173	5.5872226	5.800674	6.008324	5.7668595	5.576862	5.683974	5.855299
AFG3L2	19.59362	20.438673	29.15364	19.242243	16.386679	19.1425	23.08396	21.45513	25.183418	18.175625
AFM	5.050168	5.249918	4.301717	4.746386	4.702325	6.0494466	4.6920815	4.387186	4.459016	4.7853065
AFP	5.900026	5.5163813	4.576825	4.8912673	4.7915287	5.1588798	4.80734	4.229868	4.643566	4.8397937
AFTPH	573.5154	523.7797	859.4219	784.4193	836.8348	684.5149	549.7263	722.56995	795.56256	757.2035
AGA	53.953983	62.89185	180.08226	149.39313	55.106506	52.287884	79.435974	123.454735	82.3732	44.887222
AGAP1	6.5889273	6.9675035	6.0598407	6.3919816	6.3919816	6.467162	6.350593	6.240758	6.1117997	6.4336395
AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP9 /// BMS1P5 /// CTGLF12P /// LOC101060581	22.089024	7.0942445	29.63579	37.336266	30.776535	19.596815	78.86675	44.768665	28.26847	30.939775
AGAP11 /// AGAP4 /// AGAP6 /// AGAP7P /// CTGLF12P /// LOC101060581	65.3597	60.62121	98.78696	87.02323	97.885826	79.4858	212.04341	191.70142	117.90097	99.59704
AGAP2	48.715828	59.808136	28.987734	33.4784	30.332088	36.17747	31.839106	29.73842	27.216255	31.523045
AGBL2	7.4627943	7.8295755	5.638791	6.2616425	6.1945977	6.2153263	6.1945977	5.9566927	5.6998196	6.1997733
AGBL3	17.593124	23.33813	8.649351	12.128523	10.226585	17.891132	12.145981	8.200674	9.129352	11.511112
AGBL5	21.32908	17.114054	24.180313	17.788488	19.269045	18.636797	17.537706	16.451433	16.853209	16.365408
AGER	7.914685	7.923134	6.914041	7.5187526	7.088813	7.599778	7.20889	6.0801196	6.7589283	7.25116
AGFG1	191.906	130.96054	262.14874	287.01443	220.20027	254.57272	332.44794	284.78564	271.97418	223.77449
AGFG2	16.635666	18.331469	14.725216	13.020264	15.102344	18.868246	15.181032	23.963625	17.45894	16.950459
AGGF1	34.35334	16.018307	77.4362	23.841625	34.590088	30.721624	29.470547	49.656105	56.71354	40.194084
AGK	11.466336	12.240466	13.85102	13.205226	10.399332	10.794116	11.709356	19.563652	15.040804	12.090318
AGL	94.10024	104.79301	279.00452	225.59378	141.60406	90.24939	207.39699	156.53198	163.92064	96.64689
AGMAT	30.800127	30.929022	32.101677	30.090984	40.55187	29.749462	19.620008	33.260094	27.168312	36.318745
AGO1	78.9711	96.17274	79.93331	102.48006	108.51917	67.04607	128.7791	116.00165	126.10054	108.24258
AGO2 /// CASC7 /// CASC7 /// DQ574852	11.002713	12.080221	9.914929	10.34735	25.741055	62.81752	9.215325	6.379537	6.4491825	10.30327
AGO3	18.38982	18.828445	17.88656	14.074859	52.07604	18.21826	22.321861	31.56769	16.645311	22.210295
AGO4	19.139397	24.466415	53.21927	52.87468	26.671793	23.028862	26.598877	35.29698	39.583294	26.671793
AGPAT1	98.574036	80.40757	224.75264	184.48442	116.33589	346.6492	281.97192	272.8527	232.40434	222.07298
AGPAT2	66.214424	66.721016	67.75443	60.59728	55.473366	48.50381	84.330124	78.90519	72.03156	54.370564
AGPAT3	6.8807564	5.4217286	5.2406697	5.1195335	9.7357645	5.2406697	5.045952	4.8575673	4.994703	5.0644827
AGPAT4	5.4540253	5.5634217	5.1200085	5.1495523	5.0778947	5.445428	5.1090918	4.8218613	4.9359536	5.150986
AGPAT5	42.59628	51.412193	115.87787	68.19759	93.267784	64.88831	69.10224	92.74562	76.46857	70.46542
AGPS	29.017336	20.54421	18.939295	18.880505	17.861269	18.27202	34.53875	17.94434	19.25921	17.44194
AGR2	9.016947	9.413695	6.7598696	8.360506	7.379806	8.676684	8.153625	7.975142	7.49159	10.1759405
AGRN	27.233936	28.337414	23.2495	23.002705	24.03155	26.392952	25.218496	23.021923	23.548079	23.934732
AGRP	7.0399733	7.852862	6.4414067	6.6707544	6.593514	6.7529736	6.575488	6.3553095	6.524127	6.6294065
AGT	58.3796	72.54557	31.410624	49.215683	63.837093	56.267925	38.59305	40.033985	38.346725	47.60302
AGTPBP1	326.7513	299.6223	664.0854	637.1603	457.0922	364.70868	307.0748	303.27982	397.78622	240.77408
AGTR1	11.349876	11.930374	7.3320208	8.940705	8.618505	9.757473	8.620104	8.06782	7.878045	8.726752
AGTR2	18.864748	24.79729	10.412126	15.61686	14.09283	17.886156	14.883898	12.925754	13.584328	15.284224
AGXT	7.2562094	7.5495195	6.361506	6.844139	6.5556865	7.232008	6.633407	6.2161927	6.1274176	6.697739
AHCTF1	80.22497	76.54488	190.65898	153.67839	153.29385	106.74869	200.05276	190.59262	146.29927	232.03781
AHCY	24.51073	32.8803	66.374405	46.421883	38.25697	42.972466	81.40242	73.820656	72.66183	61.196293
AHCYL1	276.3503	263.47787	570.7809	449.08237	442.79218	320.93613	459.92194	562.7469	595.50854	544.99
AHCYL2	12.320239	13.545932	11.584518	11.903834	11.751814	12.485406	11.636776	10.423002	11.54106	11.851476
AHDC1	16.478937	40.99457	7.260587	7.0576344	8.6471405	10.181134	8.477503	8.721284	7.4600244	8.897868
AHI1	16.695988	27.66314	10.767107	15.5402355	14.897026	16.246616	15.358161	13.539022	14.817747	15.446779
AHNAK	170.72087	174.9063	615.18243	450.00027	253.9826	253.5233	838.85474	794.8611	573.80804	386.7926
AHNAK2	4.729899	4.899672	4.09013	4.3141093	4.2823987	4.5897985	4.278228	4.1338215	4.1515064	4.3087087
AHR	67.01187	45.530167	144.90427	138.43057	91.54629	120.95133	183.24324	135.08649	151.25204	102.58239
AHSA1	111.91729	115.86991	172.11278	157.50464	148.57056	156.43028	151.57867	260.68704	218.5919	216.64822
AHSA2	98.640335	122.49324	425.15466	195.72797	112.07568	92.32908	150.79993	151.98006	157.84477	228.15694
AHSG	32.168762	35.61284	11.316738	16.567875	15.512495	21.02252	15.866284	11.131342	13.812185	16.364252
AHSP	6289.827	3700.463	727.19507	971.39685	3865.7927	5237.2153	36.033405	183.70299	381.95963	925.9556
AICDA	7.053706	8.302134	4.5789495	5.3761344	5.3163505	5.587741	5.320053	5.0337906	5.1209593	5.347771
AIDA	271.15527	161.94757	238.71611	170.45172	109.06938	689.2003	58.1606	143.25624	140.8047	141.41365
AIF1	710.23785	958.9688	714.6011	496.67853	1387.2046	313.16174	762.28033	459.97525	893.187	514.68524
AIFM1	21.892586	21.08602	26.563717	25.973808	19.671967	21.947508	24.036007	31.9323	23.263529	27.372017
AIM1	249.23123	253.02994	741.0407	688.5286	463.1339	291.5173	479.17926	587.8212	621.8552	365.50497
AIM1L	119.35413	135.66125	75.264725	65.44778	61.34559	102.33757	50.480843	47.027847	53.028248	71.05969
AIM2	161.41115	142.05156	245.85435	222.55266	213.45004	171.24446	232.99275	126.399315	138.08406	157.81558
AIMP1	118.141945	92.90931	220.16972	161.04843	119.70911	92.34414	105.41974	156.6847	143.7891	100.218254
AIMP2	141.5319	137.89516	155.74591	204.11278	163.18466	165.18817	193.27332	204.19815	187.0966	165.16911
AIP	114.14893	153.83904	315.45105	296.53107	131.51462	244.17188	243.90004	334.8321	225.1492	250.01898
AIPL1	11.065947	10.738169	8.9373865	9.748421	13.163014	10.192478	8.418898	9.03244	8.942366	9.62616
AIRE	17.238777	15.751124	12.345988	13.192972	16.588642	15.025801	13.256789	12.614678	12.426452	13.40027
AJ011981 /// DPY19L1	6.341465	6.9262447	6.13026	6.3623905	6.1316833	6.9243155	6.210714	5.8157654	6.057311	6.267746
AJAP1	5.6884584	5.958626	4.99424	5.287566	5.177104	5.4646645	5.1990104	4.9820876	5.0389323	5.272132
AK021537	102.404	107.891556	93.18564	117.398705	121.43213	142.38814	135.51656	121.066444	99.56926	138.29887
AK021933	9.399293	9.653443	6.8785233	7.634769	7.2306657	8.552375	7.3921432	7.0537057	6.4701633	7.4417024
AK022030 /// TROVE2	90.44851	87.10202	191.51476	129.26407	87.9386	132.15695	91.62918	119.62021	104.215965	89.74618
AK055981	11.846529	12.11109	9.996232	9.991595	10.405126	11.294713	10.083346	10.829231	10.044586	10.621713
AK055981 /// RP11-617F23.1	21.293474	19.935688	18.307669	23.914745	18.219532	20.129963	19.515589	19.02826	21.006918	18.63334
AK096803 /// RP11-395B7.2	178.31537	200.75952	83.42912	104.80521	94.3429	127.0343	107.80655	79.52083	80.88472	100.92051
AK1	131.93646	134.1371	223.33882	244.01904	398.30344	1255.348	27.634266	198.7344	331.45453	275.2242
AK125860 /// RP11-582J16.4	3.1918838	3.5082924	2.901452	3.0100622	3.0025296	3.1100125	3.0000226	2.8286052	2.901452	3.010062
AK2	110.293396	114.15427	394.47818	271.59604	136.21638	164.2101	157.07773	291.7476	396.22086	229.71866
AK291611 /// TRGV7 /// TRGV7	9.735763	10.86144	7.512825	8.399387	9.030343	9.474605	14.007099	9.641356	7.581462	8.2326975
AK4 /// LOC100507855	30.321531	33.84546	23.058805	27.179014	28.37622	31.714508	25.17933	19.77676	22.9313	26.86556
AK5	12.375813	13.408979	9.3241415	10.665912	10.156124	11.911019	10.331034	9.2303	9.360336	11.485502
AK6	24.510157	27.214983	21.87228	16.363882	22.438694	17.292051	21.06939	10.809153	16.890789	18.317863
AK6 /// TAF9	58.528805	83.05248	244.59137	129.83511	96.66035	92.192085	95.67864	79.57435	97.358	79.814674
AKAP1	26.480654	41.91105	101.16662	71.6191	47.334312	34.240353	68.71533	87.09596	68.16118	57.592613
AKAP10	264.6051	285.23535	189.12592	188.17616	332.01657	340.91464	236.2698	185.85495	231.43051	182.91194
AKAP11	99.738045	90.646	215.24031	159.3165	118.05697	84.17372	128.85391	152.2978	162.42923	105.527374
AKAP12	7.7922463	8.222774	5.347276	7.290296	7.3589487	7.6450496	7.530976	13.106939	8.045015	7.530976
AKAP13	312.68234	236.7087	398.59943	357.07297	534.13684	331.03186	532.8745	643.30963	774.8326	516.44324
AKAP17A	314.3627	307.4028	587.6716	494.35635	474.5436	366.72824	551.18256	618.5604	514.8519	462.70456
AKAP2 /// PALM2-AKAP2	28.86225	72.660095	108.06445	81.68241	28.165688	55.433464	62.878716	78.60915	102.675224	74.00068
AKAP3	4.495998	4.700144	4.0151024	4.233992	4.156904	4.779095	4.159798	3.9204745	3.9896593	4.1956596
AKAP4	15.890241	20.567108	12.081342	13.058377	12.887427	14.033453	12.83253	9.59806	12.098172	13.031745
AKAP5	10.002266	11.289999	8.211334	9.149708	8.863464	10.193426	8.909232	8.347714	8.310227	8.729992
AKAP6	8.279435	8.998973	6.4415555	7.171523	6.843345	8.260249	6.921906	6.230197	6.459365	7.0371957
AKAP7	36.638626	40.10837	111.25718	58.78327	44.168224	20.803211	50.633297	44.03725	51.557896	50.15628
AKAP8	98.47575	105.29992	99.31088	100.82455	100.50227	104.31759	100.82455	98.320496	102.69427	100.30192
AKAP8L	35.485832	38.305843	86.60637	67.47214	33.286327	57.73042	65.08434	93.07328	62.28636	68.88773
AKAP9	49.748356	76.56978	223.24565	129.15613	79.31448	79.229805	205.7626	154.14626	203.73442	124.351654
AKIP1	22.130564	24.660742	17.939344	21.957703	22.227299	21.51894	20.45006	25.55184	20.006115	21.192934
AKIP1 /// NUAK2	893.20703	665.0722	290.2014	364.55655	871.3875	346.15912	402.52988	325.32892	595.8261	414.21112
AKIRIN1	140.21797	116.484436	178.77519	162.62903	186.83191	148.74643	194.85365	224.22662	133.48512	132.57466
AKR1A1	134.77971	122.08192	206.5567	207.63309	161.34389	122.763565	214.07008	159.08383	218.69356	158.15654
AKR1B1	79.69814	82.30822	276.2606	317.5956	183.36238	205.06207	225.9552	443.37827	292.85287	297.62708
AKR1B10	6.484891	6.680358	5.7982526	6.124575	6.057873	6.500256	6.057873	5.8338747	5.830628	6.0959396
AKR1C1	55.696457	60.6071	37.505573	40.922348	39.41468	41.671566	39.330647	41.59816	37.44124	40.30426
AKR1C2 /// LOC101930400	16.713814	10.855397	8.640927	7.0596	9.134013	9.847075	8.990628	8.784848	8.7425585	9.196956
AKR1C3	8.328563	7.9077096	7.484121	7.77004	7.322672	8.1179495	7.5022	19.627743	40.025627	21.863152
AKR1C4	13.571732	20.489952	9.150985	12.007017	10.892229	12.958786	10.992764	9.628396	10.245113	11.4381695
AKR1D1	11.320424	13.500754	7.3979793	8.515747	8.122286	10.137296	8.328372	6.976563	7.672414	8.374679
AKR7A2	150.31104	103.91178	189.13034	133.97224	118.983635	119.8703	96.49456	249.84499	194.89444	158.34367
AKR7A3	12.9557705	13.418001	16.696758	12.330242	12.076572	12.602392	14.912239	13.965886	11.44905	12.234497
AKT1	52.130436	52.4507	43.11726	42.718987	47.702522	50.734417	45.86624	45.46365	80.59997	53.564865
AKT2	12.313379	9.441254	7.46695	8.887761	7.859423	8.372155	7.9077096	7.305194	7.5170107	7.951123
AKT3	47.647213	63.600555	98.86033	62.026787	45.432022	62.767937	60.897427	68.89732	59.489803	60.897427
AKTIP	44.995647	32.20385	127.18765	106.30139	49.305943	28.42828	104.02754	80.3125	62.468662	69.18239
AL109706	15.5387945	15.108294	9.577372	10.088026	10.480713	11.85835	10.722729	8.099326	8.814655	11.159789
AL590762.11	6.7746277	6.4623623	5.394876	5.743359	5.685027	6.0044208	5.74549	5.3961277	5.4252505	5.8455257
AL928768.3 /// Ig alpha 1-[alpha]2m /// IGH	39.917137	47.224632	54.89596	75.334526	41.007896	52.49698	49.421635	71.10257	39.221302	49.14949
ALAD	154.23198	81.90058	97.97207	79.88321	62.332592	124.73576	66.338905	84.45728	96.056786	89.13817
ALAS1	89.85665	76.89916	116.77669	120.14314	88.38243	58.14715	103.7961	110.94779	134.09969	81.85881
ALAS2	15167.861	10278.584	7704.635	4835.03	8461.305	23764.105	939.50183	4665.874	2104.321	9707.023
ALB	9.2599	10.22279	7.021377	8.430626	7.713105	9.032438	7.908441	7.025287	7.254189	8.129446
ALCAM	42.827175	50.763878	171.78563	81.40432	59.328587	40.627216	75.814964	74.07284	56.28883	41.64065
ALDH18A1	57.99084	47.134846	40.21083	46.567474	38.475037	44.258488	49.56629	45.22378	33.115326	40.052563
ALDH1A1	73.34614	28.726645	110.344635	121.54927	55.93733	29.18749	91.25585	85.643265	152.69237	29.970469
