Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
ACBD6	6.17639	6.58449	6.57759	6.31569	6.43933	6.51985	6.01541	6.24021	6.25792	6.21351	6.25354	6.27831	6.36869	6.39222	6.16304	6.18854	6.2949	6.33937	6.30915	6.31501
ACBD7	3.80328	3.82218	3.52265	3.50389	3.67949	3.57186	3.792	3.8863	3.71508	3.51028	3.29838	3.73909	3.79932	3.736	4.02496	3.41548	4.23458	3.68116	3.74127	3.85342
ACCS	7.02592	6.98063	6.89281	7.1468	6.7967	6.80833	7.0134	6.93912	6.9118	7.10132	7.18409	7.02015	7.22059	7.48383	6.96276	7.40392	7.16124	7.12028	7.12723	6.71826
ACCSL	4.33516	3.93748	3.80045	4.22656	3.96392	4.16013	4.70738	4.38137	4.27394	4.00718	4.05421	3.97855	4.09068	4.16691	4.07879	3.61881	3.91253	3.90551	4.16529	4.22194
ACD	6.39925	6.27529	6.34121	6.50943	6.771	6.65184	6.29595	6.25282	6.44599	6.43142	6.39633	6.1802	6.54464	6.20622	6.14096	6.28801	6.54525	6.39634	6.47626	6.25096
ACE	6.65421	6.53012	6.46861	6.29244	6.37809	6.61005	6.64133	6.5792	6.67121	6.46262	6.7429	6.12743	6.66256	6.63445	6.46556	6.40916	6.54447	6.57248	6.60286	6.78442
ACE2	4.44941	4.33313	4.10488	4.65345	4.61745	4.34503	4.53691	4.43339	4.30671	4.57441	4.13711	4.00271	4.1538	4.32557	4.15259	3.96073	4.7104	4.31872	4.45451	4.23257
ACER1	5.44523	5.23698	4.89419	5.12137	5.19561	5.10229	5.0423	5.35869	4.95794	5.39138	5.29919	5.06737	5.24376	5.03905	5.02957	5.16369	5.47746	4.97337	5.18836	5.10736
ACER2	7.6346	6.74157	6.96924	6.90379	6.95795	7.06798	7.62599	7.80159	7.32777	8.63729	7.38438	6.58807	6.68568	7.43932	7.0813	7.15527	8.16527	7.73108	7.28437	7.04481
ACER3	7.69785	7.65475	7.65154	7.05415	7.36947	7.5376	7.67937	7.96566	7.8811	7.72748	7.50222	7.58005	7.42	7.41323	7.19135	7.38273	7.13792	7.68573	7.41478	7.91106
ACHE	6.27873	5.45841	5.24631	5.30772	5.66594	5.50641	5.43834	5.61582	5.50726	5.63566	5.58557	5.15013	6.44892	5.40441	5.41749	5.34884	5.14422	5.84414	5.43229	5.32575
ACIN1	7.81183	8.13517	8.1114	8.17459	8.07065	8.00641	7.87212	8.01885	8.26213	8.11831	8.18428	7.82663	7.93685	8.20692	7.94108	8.16742	7.94881	7.85747	8.10556	8.1498
ACKR1	6.80152	6.93326	6.92982	7.26463	6.5204	6.9787	6.53205	6.41415	6.55406	6.92418	6.74461	7.48675	7.3	6.76924	6.88051	7.05002	7.01006	6.87247	6.76821	6.98697
ACKR2	5.64463	5.17868	5.25261	5.34292	5.59658	5.06738	5.35515	5.36396	5.46283	5.65791	5.4428	5.28718	5.36507	5.05766	5.43085	5.89247	6.15714	5.81685	5.62633	5.83647
ACKR3	5.66507	4.62439	4.43441	5.02145	5.27998	6.15915	5.60773	5.8136	5.32835	5.00737	6.04156	5.53273	6.01355	5.22652	5.74029	5.71484	5.38372	5.78775	6.25109	5.69537
ACKR4	6.76095	6.19727	6.17849	6.12843	5.6635	9.25676	7.40626	7.01652	7.98286	6.96301	7.4686	7.13694	7.8433	6.40925	8.69522	8.70907	7.81236	7.65613	8.8603	7.60926
ACLY	11.441	9.40789	10.8832	9.31236	9.38745	10.7183	9.85184	9.74563	9.72035	9.01056	10.2795	8.93704	10.7657	9.20832	9.47721	9.51142	8.7685	9.59334	9.62539	11.1864
ACMSD	3.73344	3.45778	3.51386	3.62616	3.38137	3.84399	3.58047	3.68546	3.63781	3.77891	3.62037	4.00793	3.59203	3.6484	3.65166	3.72891	3.83726	3.81237	3.61348	3.59551
ACO1	10.3588	10.1753	10.183	9.955	10.4673	10.1633	11.1723	11.0117	10.9897	10.8684	10.8572	10.787	10.556	10.2959	10.6828	10.4038	10.5352	10.6315	10.4882	10.5888
ACO2	9.16185	9.12978	9.47284	8.89366	10.7165	8.92297	9.19897	9.40314	9.04165	8.79375	9.5195	8.90443	9.2185	8.93479	8.74997	8.70917	9.12634	9.1623	9.08892	8.78759
ACOD1	3.67774	3.27769	3.11935	2.98132	2.87411	3.5643	3.70862	3.20445	3.4204	3.42495	3.15711	3.00069	3.35149	3.32277	3.2238	3.17646	3.65277	3.33311	3.27741	3.19077
ACOT1	7.81518	7.09057	7.20406	7.11466	7.28858	7.43374	7.45009	7.63319	7.37304	7.02333	7.4143	7.26248	7.86903	7.89502	7.61708	6.86535	7.07196	7.589	7.55028	7.70955
ACOT11	5.51487	5.63956	5.73819	5.52605	7.15518	5.65793	5.62159	5.37316	5.2879	5.44347	5.39066	5.36043	5.44347	5.44282	5.44347	5.19726	5.22764	5.31635	5.60023	5.26315
ACOT12	3.86766	3.80326	3.71392	3.74188	3.77708	3.79688	3.98961	3.71993	3.75854	3.80664	3.76511	3.96625	3.93441	3.83677	3.94738	3.75337	3.80154	3.80326	3.66884	3.80326
ACOT13	7.51102	7.64841	7.57162	7.41494	8.65708	7.74555	7.81789	7.53109	7.92041	7.60735	7.67001	8.02993	7.70632	7.19229	7.81853	7.50602	7.69803	7.94708	7.69922	7.65528
ACOT2	9.14779	8.65112	8.6681	7.57501	8.64661	8.45626	9.12084	9.18084	8.96019	8.34704	9.19894	8.42125	8.44852	9.29633	8.63893	8.42516	8.54137	8.80557	8.85569	8.60696
ACOT4	5.95856	4.65575	5.10138	5.04685	5.64412	5.53189	5.77319	5.69718	5.57063	5.11907	5.52009	5.51465	5.48472	5.43424	5.27078	5.35536	5.58996	5.75327	5.32255	5.29113
ACOT6	4.41582	4.24422	4.3375	4.28105	4.38108	4.47534	4.70109	4.42424	4.26143	4.60257	4.50441	4.40628	4.55272	4.31909	4.38498	4.05961	4.35989	4.43491	4.20005	4.12626
ACOT7	6.54192	6.36399	6.12311	6.63924	6.35924	6.55727	6.54517	6.41314	6.26626	6.36493	6.30705	6.35928	6.36958	6.41322	6.31536	6.28802	6.55155	6.51652	6.36592	6.32352
ACOT8	6.6526	6.65656	6.48933	6.43252	6.78329	6.68384	6.81035	6.62858	6.6629	6.44543	6.65656	6.48242	6.87318	6.63085	6.66244	6.65656	6.57502	6.71309	6.67895	6.60343
ACOT9	7.6506	8.32739	8.28083	8.28178	7.6896	8.12329	8.10198	7.75904	8.06092	8.17904	8.08894	8.07047	8.00284	7.79833	7.91094	8.34968	8.02557	8.00952	8.15213	8.32093
ACOX1	9.09271	8.80641	8.77783	8.94652	8.69041	8.70129	9.36162	9.36469	9.35372	9.09655	9.47745	9.65635	9.39274	8.87859	9.02777	9.55356	9.15226	9.22119	8.72091	9.02578
ACOX2	7.25976	6.96135	7.13019	6.86473	7.6777	7.19007	7.31649	7.17703	7.31659	6.80226	7.35428	6.77244	7.13248	7.1949	7.06514	7.30456	7.09185	7.04205	7.23126	7.13495
ACOX3	7.33255	7.32442	7.2855	7.29502	7.20827	7.04695	7.38777	7.38012	7.47335	7.21895	7.49809	7.33255	7.35263	7.30394	7.33255	7.45554	7.3887	7.29075	7.33255	7.19207
ACOXL	4.36171	3.78106	3.51506	3.95371	4.03498	3.92774	4.20022	3.71081	3.78494	3.97472	3.6742	3.98062	4.06394	4.0736	4.11722	3.56265	4.31632	3.79122	3.90824	3.60512
ACP1	7.9678	8.18326	8.13386	8.16917	8.28195	7.96441	8.12395	8.09623	8.19456	8.17995	8.1	8.13903	8.12749	8.01972	7.84647	8.23168	7.81058	8.20529	8.09407	7.95958
ACP2	8.218	7.90229	7.93211	8.02393	7.91381	7.24538	7.56668	7.45713	7.53712	7.17705	7.48104	7.85207	7.94421	7.27352	7.11012	7.63107	7.48606	7.64156	7.39427	7.35913
ACP5	5.72461	6.64286	7.03982	6.82586	6.15934	5.43508	6.18067	5.73225	5.65077	5.96791	5.97347	7.67484	6.70729	5.64117	5.52878	7.08543	6.21626	6.22019	5.74127	5.40326
ACP6	6.35899	6.419	6.49908	6.07888	6.22684	6.59494	6.24888	6.30956	6.30766	6.00108	6.21833	6.35431	6.15392	6.6237	6.35155	5.95182	6.24713	6.20257	6.2603	5.96284
ACP7	5.01145	4.3848	4.35401	4.60836	4.57592	4.32898	4.41998	4.60968	4.62703	5.07761	4.45256	4.34849	4.6009	4.59281	4.87648	4.59508	4.60385	4.75157	4.83096	4.60431
ACPP	4.9939	5.84299	5.98203	6.18688	4.92305	4.8542	4.96581	4.91641	4.78966	4.99264	4.45342	4.99693	4.98319	4.80154	4.6614	4.94889	5.17211	4.94202	4.71382	4.86416
ACPT	6.17486	6.26159	6.16147	6.10324	6.20431	6.04081	6.30192	6.00187	5.86721	6.29841	5.82797	5.8295	6.21208	6.43269	6.16856	6.14169	6.23037	6.41207	6.27057	6.1357
ACR	6.09808	6.21212	5.88452	6.01007	6.08859	6.1028	6.33535	6.13051	6.14038	6.29386	6.09561	6.30877	6.26474	6.52116	6.25965	6.02347	6.16859	6.16434	6.06029	5.79867
ACRBP	5.51622	5.64525	5.71903	5.71648	5.73165	5.54888	5.57959	5.54218	5.40687	5.48889	5.488	5.58195	5.6436	5.6798	5.57352	5.50826	5.64959	5.50033	5.5831	5.31235
ACRC	5.10993	5.55523	5.56804	5.26576	5.5986	5.27131	5.86336	5.92495	5.83017	5.96808	6.03671	5.36466	4.82754	6.178	5.6238	5.7936	5.68658	5.83247	5.42758	5.59052
ACRV1	3.59709	3.63415	3.5619	3.54407	3.66993	3.51777	3.85491	3.84565	3.6846	3.63415	3.45385	3.64794	3.52542	3.79166	3.49984	3.53204	3.8258	3.64704	3.69328	3.47899
ACSBG1	5.2787	4.91286	4.82535	5.0345	4.79747	5.10239	5.2082	5.19237	5.02699	5.0956	5.0345	4.65779	5.12725	5.23106	5.06098	4.86522	4.89517	5.28883	5.27565	4.95075
ACSBG2	4.54201	4.68041	4.54201	4.83371	4.57229	4.74879	4.52913	4.56456	4.60074	4.62153	4.54201	4.50439	4.41137	4.42631	4.54201	4.34451	4.58627	4.50244	4.4648	4.47143
ACSF2	7.76824	7.9792	8.91952	7.6496	10.0197	7.86811	8.31224	8.40752	8.20138	7.63797	8.38865	7.55434	7.63795	8.33653	8.15202	7.44971	7.93385	8.2014	8.58691	7.78712
ACSF3	6.90255	6.95059	6.83207	6.90309	6.92921	6.72262	6.81891	6.78001	6.82551	6.6927	6.94982	6.47321	6.74657	6.79967	6.72496	6.78127	6.93825	6.86473	6.45378	6.81428
ACSL1	11.9394	11.5125	11.2964	10.5867	11.2402	11.6368	12.0356	11.7296	12.1341	11.4363	12.1114	11.2912	11.6118	11.8733	11.7909	11.481	11.0918	11.5192	11.8047	12.3677
ACSL3	8.02826	8.53084	8.3956	7.82795	8.00071	8.13626	7.87126	8.00461	8.20922	7.6898	8.25645	8.12494	8.08654	7.26517	8.08035	8.2515	7.17642	7.93089	8.19285	8.47191
ACSL4	8.01755	9.01422	8.61798	8.69374	7.88893	8.12949	8.22238	8.39282	8.43278	9.43703	8.09968	8.75981	8.33543	7.64702	8.31924	8.64351	8.40557	8.21633	7.82423	8.33543
ACSL5	8.22557	8.35101	8.21706	7.80569	7.57908	7.02414	7.52925	7.44258	7.45695	7.77748	7.4869	7.27815	7.03971	7.51758	7.97919	7.57666	7.48065	7.27849	8.19514	7.31328
ACSL6	4.88787	4.62046	4.65701	4.68972	5.01282	4.48386	4.65701	4.76498	4.34426	4.78634	4.36345	4.68336	4.73898	4.85139	4.57061	4.25041	4.85789	4.70628	4.53588	4.45766
ACSM1	4.48402	4.30294	4.01213	4.39304	4.23591	4.25324	4.38597	4.46716	4.319	4.35875	4.0544	4.45014	4.36703	4.28088	4.27989	4.02779	4.88886	4.69999	4.23788	4.27507
ACSM2A	3.61676	3.50844	3.83003	4.23709	3.5265	3.47019	3.87609	3.16439	3.76501	4.09776	3.73739	4.21477	4.41908	3.83572	4.07784	3.32191	4.08697	3.85196	3.88829	3.92559
ACSM2B///ACSM2A	4.66724	4.40797	4.17141	4.41109	4.17081	4.5771	4.82622	4.50327	4.56116	4.41215	4.52453	4.80967	4.24041	4.56923	4.62356	4.13005	4.5192	4.68281	4.66128	4.38687
ACSM3	3.8013	4.25	4.15098	4.06462	4.1465	4.047	3.69502	3.56734	3.77575	3.64286	3.67324	3.87094	3.92105	3.2166	4.07648	3.36271	3.70189	3.85877	3.783	3.71917
ACSM5	7.14412	6.62019	6.55131	6.38031	6.78729	6.65514	7.37345	7.03701	7.40089	7.32461	6.99843	6.783	6.06726	7.20781	6.50314	6.19514	7.00226	6.13073	7.30835	6.61352
ACSM6	4.02659	3.94725	3.89436	4.27445	3.98715	4.45749	4.59297	4.26501	4.27445	4.5349	4.28961	4.75599	4.33933	4.2909	4.18532	4.24571	4.6116	4.02214	4.23564	4.19831
ACSS1	6.76981	6.88698	6.85135	7.0211	7.35828	6.76521	6.90457	6.64048	6.82036	6.56091	6.92035	6.47938	6.7646	6.97783	6.60694	6.82906	6.92504	6.86083	6.83249	6.63252
ACSS2	11.0642	9.13816	9.01517	9.11049	9.29895	10.4533	10.3338	10.109	10.3063	9.65515	10.4681	9.91253	10.6601	9.98982	9.90264	9.68113	9.72607	10.1859	9.74363	10.885
ACSS3	9.11908	8.81454	8.57599	8.25162	8.35251	9.23845	9.72726	9.97525	9.7907	10.1704	9.70406	8.92581	8.77372	9.52456	9.54679	9.04714	9.4467	9.98007	9.54779	9.26146
ACTA1	6.74993	6.76653	6.77557	6.81512	6.76741	6.37538	6.82909	6.89294	6.53771	6.80304	6.55289	6.4123	6.78223	6.79811	6.79587	6.82684	6.55457	6.7324	6.968	6.75292
ACTA2	10.2822	9.56248	10.3825	9.80546	10.632	10.1908	9.84436	10.218	10.7392	10.9793	9.65222	8.85348	10.3805	9.76959	10.7549	11.0467	10.697	10.3514	11.2274	10.5594
ACTA2-AS1	5.91241	5.75444	5.84735	5.38	6.13218	6.20608	6.02731	6.00833	6.14779	6.23796	6.04278	5.86742	6.10065	6.58281	6.23622	6.57039	6.0459	6.01088	6.27782	5.72512
ACTB	12.1482	12.253	12.2816	12.1426	12.0489	12.0061	12.1561	11.9632	12.1482	12.1322	12.156	12.1728	12.3444	11.4603	11.9848	12.5094	12.0109	11.9023	12.0578	12.3805
ACTBL2	3.75374	3.37021	3.95877	3.84458	3.50624	3.88413	3.9969	4.42784	3.73789	3.81237	3.72289	3.83003	4.51789	3.68524	4.1304	4.10557	4.18693	3.92755	3.84458	4.02112
ACTC1	4.69727	4.49429	4.71361	4.71361	4.6605	4.82364	4.61258	4.90734	4.73452	5.05297	4.53102	4.67634	4.81783	4.58395	4.92962	4.67448	5.00647	4.55064	4.72718	4.87662
ACTG1	11.9192	11.9606	11.9123	12.1969	11.8912	11.8935	11.5954	11.6233	11.5084	11.8076	11.7276	11.7821	11.9879	11.3125	11.5985	12.0107	11.8	11.6142	11.8232	11.9401
ACTG1P17	5.36345	5.29881	5.07957	5.33976	4.95035	5.00775	5.2383	5.42028	5.32251	5.2599	5.18494	5.24487	5.34268	5.10589	5.36154	5.16328	5.37723	5.15648	5.31934	5.01619
ACTG2	6.59237	5.50821	6.51889	5.61851	7.66038	6.26867	6.12184	6.39375	8.6981	7.39202	6.08101	5.3781	6.92045	6.13166	8.15179	8.5337	7.67249	7.63449	8.64251	7.0262
ACTL10	6.38589	6.0199	5.67315	6.05324	6.16666	5.94629	6.14613	6.11655	5.85458	6.14148	5.83099	5.97115	6.10567	6.0835	6.03383	5.68865	6.1194	6.16246	6.07387	5.95439
ACTL6A	6.11276	6.51853	6.58374	6.34039	6.17386	6.37855	6.34039	5.91585	6.3588	6.29574	6.45387	6.37076	6.02219	6.26932	6.3883	6.45582	6.33284	6.42912	6.37062	6.69654
ACTL6B	5.40092	5.01651	4.82751	4.8012	5.03817	5.09371	5.01774	5.075	5.02644	5.21094	4.97269	5.03817	4.90713	5.0914	5.03817	5.10473	5.3913	5.03817	4.99593	4.97734
ACTL7A	4.38402	4.20823	4.34762	4.15127	4.43092	4.20484	4.48513	4.35747	4.43107	4.55079	4.28683	4.16482	4.40421	4.8399	4.41333	4.04579	4.29431	4.6949	4.65498	4.21668
ACTL7B	6.09192	5.87786	5.82728	6.00631	5.9101	6.03709	5.94856	6.28116	6.03681	6.33462	5.96386	5.95378	6.10245	6.16717	6.16436	5.55629	6.36509	6.31232	6.25472	6.24506
ACTL8	4.97436	5.20446	4.61672	5.08332	5.20249	5.05469	5.08332	4.97651	4.99217	5.13872	4.58779	4.86613	5.05155	5.06007	5.12634	4.90274	4.83821	5.04108	5.54436	5.34046
ACTL9	6.6744	6.29294	6.12149	6.41571	6.68685	6.05775	6.46135	6.2771	6.39518	6.48769	6.03566	6.37027	6.55159	6.95532	6.39518	6.04776	6.44859	6.62144	6.14155	6.24813
ACTN1	9.56471	9.09976	9.00076	9.44916	9.27811	9.0399	9.41669	9.22704	9.64199	9.20642	9.1316	9.94095	9.8989	8.83211	9.15651	9.80298	9.39388	9.43513	9.24436	9.88181
ACTN2	4.47382	4.28194	3.86356	4.47017	4.30221	4.24794	4.26307	4.57688	4.31426	4.22431	4.28405	4.09052	4.31282	4.00688	4.31282	4.18383	4.42137	4.55612	4.43238	4.12809
ACTN3	5.60894	5.17084	5.26249	5.29234	5.04258	5.25462	5.293	5.59178	4.81429	5.39854	5.21728	5.11712	5.55825	5.0846	5.49616	5.04236	5.51074	5.54409	5.59409	5.04448
ACTN4	10.118	10.1603	10.2436	10.4571	10.044	10.1395	10.4072	10.1339	10.389	10.8181	10.39	10.4829	10.4499	10.0843	10.0835	10.5586	10.6577	10.2127	10.3252	10.5349
ACTR10	8.18828	8.18925	8.35365	8.15545	8.23083	8.23558	8.1937	8.53687	8.30657	8.30799	8.30688	8.16783	8.24487	7.63784	8.22027	8.18578	7.83587	8.34616	8.26003	8.34322
ACTR1A	8.82174	8.5038	8.30277	8.55222	8.47762	8.38878	8.62888	8.63165	8.66524	8.28774	8.55527	8.78707	8.82653	8.0396	8.29011	8.82878	8.20586	8.44606	8.32683	8.58822
ACTR1B	7.08106	7.38897	7.42899	7.69464	7.55798	7.39179	7.59583	7.36277	7.48459	7.1588	7.28708	7.39179	7.3558	7.35937	7.24574	7.56426	7.6066	7.39594	7.39179	7.39179
ACTR2	9.98806	10.2685	10.3271	10.5943	10.2976	10.3152	10.2006	9.98461	10.5147	10.2893	10.3238	10.6564	10.5081	9.91106	10.1334	10.5261	10.2113	10.2313	10.4428	10.2428
ACTR3	9.80815	10.2931	10.4197	10.2377	9.95825	9.92464	9.78382	9.94866	9.90772	9.98356	9.77556	10.2293	10.0511	9.53285	10.1204	10.0637	9.68655	9.83152	9.99994	10.1769
ACTR3B	6.53898	6.546	6.36953	6.56837	6.65108	6.51129	6.67817	6.49998	6.41088	6.56378	6.79398	6.546	6.64685	6.74431	6.49008	6.52852	6.59129	6.67683	6.54268	6.546
ACTR3BP2///ACTR3BP5	2.56158	2.33819	2.14314	2.60172	2.76555	2.92697	3.44969	2.58011	2.69247	2.33088	2.65923	3.89873	2.74288	2.57182	2.77265	2.69247	2.82383	2.50426	2.50134	3.00236
ACTR3C	5.19835	5.3519	5.4608	4.82497	5.8646	4.80292	4.77213	5.17535	4.80741	4.92556	4.98173	5.01524	4.62412	4.79717	4.52361	5.03114	4.13582	4.33592	5.11702	4.50506
ACTR5	6.6865	6.84954	6.43341	6.61656	6.56731	6.34046	6.47097	6.69838	6.62849	6.78268	6.602	6.53495	6.59322	6.92739	6.46703	6.80136	6.70346	6.51955	6.6108	6.49136
ACTR6	5.28995	6.05469	6.35154	5.75528	5.8475	6.05469	5.88053	6.0218	6.45015	6.07599	6.22881	6.28771	5.56139	5.94331	6.30915	6.14282	5.85425	6.15398	6.19787	6.2405
ACTR8	6.62604	7.038	6.91548	6.74741	6.90018	6.88492	7.03915	7.00163	7.34808	6.89442	7.36386	7.03448	7.11775	7.06305	7.17009	7.55106	6.70273	6.94443	7.18809	7.14989
ACTRT1	4.11274	3.89388	3.49473	3.89667	3.63173	3.93641	4.03051	3.84499	3.92849	4.10689	3.7893	3.94298	4.30505	3.77283	3.91142	3.25773	3.69185	3.88969	3.73792	3.9493
ACTRT2	5.62446	5.34754	5.18981	5.62771	5.50173	5.33503	5.63688	5.55699	5.37675	5.66255	5.31952	5.49205	5.34798	5.69564	5.25755	5.55064	5.68043	5.34975	5.2022	5.41632
ACTRT3	5.20581	4.97684	4.9493	5.09966	5.11736	5.38348	4.94031	5.11736	4.86569	5.11736	5.12557	5.15362	5.11736	5.33063	5.22217	4.94861	4.90199	5.11736	5.18914	5.01421
ACVR1	7.29662	7.39712	7.3317	7.29496	6.88417	7.52163	7.66717	7.84629	7.97535	8.24141	7.89845	7.42361	7.51072	7.51648	7.50434	7.91636	7.52535	7.28825	7.38682	7.78413
ACVR1B	7.18435	7.3539	7.19558	6.86698	6.88516	7.05972	7.16158	7.16082	7.2679	7.58638	7.52379	7.11589	6.91602	7.17059	7.11178	7.29712	6.98453	7.17211	7.15518	7.3018
ACVR1C	10.2222	9.68049	9.36848	9.67905	9.13159	9.84497	10.2048	10.8724	10.285	11.1714	10.2614	9.6217	9.31317	10.2513	9.9748	9.61642	10.1733	10.4741	9.54717	9.97745
ACVR2A	7.80257	7.93206	8.42178	7.6602	7.62041	8.09389	8.26717	8.33458	8.36806	7.74328	8.25071	7.81058	7.79338	7.85758	8.38569	8.25573	7.9062	8.06921	8.46488	8.37728
ACVR2B	6.23444	6.14547	5.98474	6.23533	5.96698	6.11524	6.17984	6.37335	6.3843	6.1416	6.60264	5.59641	6.02787	6.49993	6.11315	6.18982	6.58408	6.20621	6.29496	5.63085
ACVRL1	7.32577	7.22725	7.13951	7.02987	7.2203	7.31776	7.43904	7.32275	7.45888	7.40281	7.65411	7.18138	7.71887	7.56475	7.01285	7.70915	7.93175	7.74472	7.13878	7.36261
ACY1	7.13789	7.24588	7.23387	6.77555	8.21657	6.86029	7.05972	7.36407	7.01231	6.64949	7.51057	6.71909	7.31256	6.89292	6.77246	6.69181	6.96698	7.06071	6.9801	6.80679
ACY3	5.46801	5.43074	5.35424	5.69824	5.27438	5.51152	5.43437	5.36227	5.46801	5.66275	5.46801	5.18672	5.46801	5.51734	5.65427	5.07449	5.43419	5.73334	5.62095	5.55901
ACYP1	5.97421	6.40717	6.10739	6.28981	5.88018	6.07121	5.89965	5.9584	6.00179	6.42574	6.02021	6.02731	5.9655	6.25033	6.19686	6.3244	5.93483	6.18633	6.14121	6.04039
ACYP2	6.94353	6.27784	6.70171	6.99317	7.33877	7.36876	6.75536	6.78703	6.78884	6.37942	6.64131	7.61622	7.03401	6.46396	6.71593	6.52008	6.98975	7.16684	6.34422	6.63477
ADA	6.46859	6.47125	6.42782	6.35443	6.53885	6.4868	6.8937	6.70399	6.73207	6.36924	6.61758	6.64572	6.61777	6.90346	6.38104	6.68774	6.17173	6.58496	6.55421	6.51898
ADAD1	3.17138	3.30529	2.83702	3.12256	3.06829	3.05414	3.41665	3.10862	3.10773	3.23891	3.06206	3.39885	3.02216	3.24651	3.46534	3.02165	3.39546	2.83759	3.31357	3.15307
ADAD2	6.7339	6.83112	6.64239	6.82743	6.75339	6.66341	6.85465	6.94333	6.67677	6.92929	6.74672	6.53075	6.81676	7.15668	6.84919	6.68426	6.77047	6.81873	6.81043	6.83895
ADAL	6.56871	6.69235	6.69227	6.23298	6.92095	6.28173	6.42608	6.78255	6.56422	6.4755	6.81627	6.3205	6.34361	6.23285	6.41761	6.64075	6.1536	6.26477	6.36723	6.52522
ADAM10	7.86384	8.87787	9.06082	8.73085	8.28493	8.3435	8.40298	8.35756	8.56716	8.52964	8.57797	8.3844	8.23702	8.26395	8.5488	8.79198	8.31128	8.27051	8.67217	8.6742
ADAM11	5.78938	5.71026	5.52668	5.77919	5.90528	5.8159	5.78092	5.70607	5.68075	5.9176	5.7729	5.7031	6.02971	5.80332	5.67411	5.45222	6.26512	5.87918	5.78575	5.68227
ADAM12	7.73311	6.03205	7.48178	6.25795	6.51633	6.72327	7.64301	7.21388	7.47502	6.94423	7.19439	8.17607	7.52858	7.5497	7.52762	7.38024	6.89325	7.37619	7.53359	8.24432
ADAM15	8.14876	8.14581	8.27988	8.36109	8.07201	7.89386	8.04869	8.03972	7.95831	8.48867	8.1464	8.13091	8.07335	8.05673	7.82397	8.4265	8.71543	8.25943	8.05293	8.13448
ADAM17	7.34405	8.11825	8.2184	7.81864	7.35141	7.6801	7.35363	7.52859	7.60774	7.83413	7.74019	7.6946	7.68323	7.4327	7.79998	8.04113	7.61092	7.61636	7.67522	7.71377
ADAM18	3.10283	2.76993	2.93598	2.93598	2.79548	2.83297	3.10086	3.16933	2.84774	2.9977	3.07596	3.37116	3.21943	2.48323	2.98697	2.70736	2.93598	2.66014	2.83827	3.03107
ADAM19	7.18601	6.51434	6.70251	6.5088	7.29368	6.78294	6.37199	6.36677	6.47352	6.00911	6.18073	6.36289	6.84567	6.20142	6.79592	6.63624	6.54098	6.61374	6.79396	6.6145
ADAM2	2.82995	2.77063	2.5943	2.55019	2.68081	2.91326	3.05675	2.72936	2.74689	2.8446	2.38723	3.03181	2.97881	2.79473	2.99069	2.54983	2.84989	2.88121	2.92377	2.84959
ADAM20	5.94473	6.25857	6.1092	6.08739	6.2699	5.88734	6.91431	6.791	6.58457	6.60661	6.6688	6.213	6.27333	6.18215	6.20162	6.58618	6.5951	6.36808	6.41939	6.35978
ADAM20P1	5.41567	5.77866	5.31387	5.4211	5.79011	5.61277	6.2863	6.26616	5.98511	5.4974	5.42269	5.49578	5.4659	5.33981	4.63331	5.53226	5.52559	5.63776	5.57718	5.23545
ADAM21	3.58006	3.41202	3.37903	3.23957	3.95826	3.42573	3.51182	4.22914	3.40691	3.90043	3.51514	3.80555	4.40486	3.26114	3.73887	3.66366	3.59334	4.08757	4.24697	3.40781
ADAM21P1///ADAM21	4.69205	4.23615	4.13869	4.9798	4.58911	5.35553	5.38174	4.16735	4.75105	4.49417	4.60744	5.04131	4.6057	4.09341	4.40265	5.061	4.8191	4.60811	4.24128	4.45056
ADAM22	5.25287	5.64792	5.34029	5.57245	5.58757	5.62852	5.65818	5.28916	6.194	5.67764	5.9675	6.67506	6.22161	5.55917	5.33881	5.9701	5.73053	5.53006	5.25851	5.42508
ADAM23	4.89501	4.92934	5.04568	5.4922	5.26543	5.20067	5.23221	5.11736	5.24474	5.57217	5.50343	5.26191	4.96493	4.85182	5.22885	5.75879	5.04434	5.33026	5.29064	5.42103
ADAM28	5.16593	4.90586	5.73841	5.86542	7.51195	5.41813	5.93674	5.30819	5.50662	5.44423	5.69065	6.47657	5.70057	5.65619	5.38642	5.80156	5.77899	5.41838	5.27003	5.64388
ADAM29	3.60136	3.28897	3.21702	3.0942	3.17908	3.6157	3.43941	3.1637	3.39372	3.73549	3.41276	3.43699	3.34035	3.63625	3.62492	3.38414	3.65939	3.27377	3.33557	3.64987
ADAM30	3.89788	3.29426	3.42247	3.47546	3.25556	3.64894	3.70065	3.59106	3.63414	3.61713	3.75893	3.93448	3.82422	3.56897	3.84657	3.143	3.9383	3.53161	3.80528	3.202
