Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
LDB1	7.87391	8.53488	8.42292	8.70481	8.88905	8.45616	8.36558	8.40387	8.52374	7.9886	8.70744	8.1267	8.54581	8.38583	8.20706	8.51787	8.25037	8.36471	8.06291	8.21552
LDB2	8.58244	8.63519	8.68708	8.23349	8.22401	8.51159	8.96588	8.98891	8.99104	9.04412	8.80897	8.23417	8.68099	8.82957	8.4065	8.93571	8.90649	8.57866	9.15334	8.6391
LDB3	5.57172	5.41335	5.44192	5.51015	5.76229	5.60646	5.43099	5.5626	5.51638	5.78018	5.74483	4.9022	5.58178	5.65517	5.36649	5.42122	5.33893	5.56601	5.82217	5.68699
LDHA	10.3525	10.3596	10.3709	10.1405	10.1998	10.0435	10.4134	10.4687	10.4511	10.0626	10.3659	10.8302	10.775	10.0923	10.2135	10.4248	9.84229	10.3463	10.2906	10.6638
LDHAL6A	4.49889	4.01103	3.8917	4.17529	4.23801	4.38565	4.10932	4.20645	4.11255	4.46565	4.16324	4.09848	3.97754	4.71439	4.18731	4.18977	4.32627	4.2252	4.38798	4.02032
LDHAL6B	4.56781	4.32258	4.03412	4.28143	4.05292	4.30364	4.82678	4.16007	4.43836	4.38701	4.24006	4.01721	4.32438	4.38267	4.23916	4.24006	4.5262	4.56257	4.05516	4.19057
LDHB	9.98659	10.4514	10.6891	10.2225	10.9768	10.5379	10.7239	10.4834	10.8988	10.7706	10.9648	11.0131	10.7527	10.7838	10.6619	10.4278	10.2295	10.6849	10.4458	10.5121
LDHC	3.60105	3.05411	3.64704	3.14914	3.30792	3.40471	3.07751	3.70848	2.88664	3.20954	2.8819	3.48886	3.24106	3.15966	3.19495	2.92746	3.74007	3.08757	2.8832	3.7362
LDHD	7.34393	7.33047	7.12447	6.63853	8.06677	6.78371	7.02057	7.42827	6.92505	6.93481	7.71724	6.4043	6.78305	7.45523	6.66252	6.31938	7.10292	7.06553	6.89706	6.77574
LDLR	9.9831	8.01385	7.36839	7.91581	7.04364	9.04875	7.36846	7.36607	7.81441	8.55326	7.94312	7.58684	8.3816	7.37858	7.53422	7.18756	8.03482	7.68229	8.25262	8.55424
LDLRAD1	5.53039	5.04691	5.33444	5.19883	5.37515	5.5568	5.44096	5.54958	5.39506	5.37473	5.29412	5.23908	5.55795	5.3698	5.49263	4.9351	5.47318	5.4135	5.36453	5.22091
LDLRAD2	6.51039	6.07216	6.37597	6.02784	6.2014	6.79587	6.78026	6.33958	6.61134	6.46349	6.57523	6.08752	6.74529	6.88267	6.29345	6.19998	6.54265	6.43212	6.48931	6.36182
LDLRAD3	8.1569	7.49273	7.73273	7.47598	7.55444	7.64654	7.79706	7.98123	7.82837	8.28333	7.89782	7.33893	7.31517	8.07305	7.51544	7.57134	8.29063	8.01209	7.63939	7.7396
LDLRAD4	6.72162	6.91601	7.01879	7.23158	6.83801	7.36877	6.80461	6.64198	7.10049	6.81434	7.19122	7.19604	7.64875	6.67349	7.17925	7.28011	6.8043	6.88007	7.02541	6.93234
LDLRAP1	7.15052	7.11887	7.14181	7.36201	7.75743	7.2245	7.25098	7.25874	7.30079	7.10238	7.19679	7.20541	7.33364	7.2152	6.91506	7.22972	7.39492	7.19679	7.00479	7.22652
LDOC1	7.47122	7.74243	7.52275	8.13408	8.26608	7.85002	7.21259	7.05626	7.28639	7.26144	7.31227	7.71896	8.01421	7.33546	7.26535	7.41226	7.68248	7.48484	7.24639	7.19218
LDOC1L	6.8385	6.74862	6.61277	6.95681	6.68203	6.62251	6.81207	6.67547	6.85685	6.60217	6.80752	6.67916	6.72413	6.63053	6.54405	6.89875	6.49456	6.6218	6.58529	6.60958
LEAP2	5.87265	5.90957	5.88599	5.98531	5.79538	6.01964	5.83298	5.91053	5.9361	6.13136	5.87328	5.82117	5.88154	5.72032	6.12176	5.84409	6.04559	5.93067	6.13044	6.04104
LECT1	4.56301	4.14252	4.24847	4.32046	4.03719	4.32113	4.67655	4.41268	4.29399	4.53948	4.62163	4.3855	4.36073	4.55006	4.2722	4.43314	4.47169	4.38402	4.33594	4.32823
LECT2	4.53017	4.13444	4.36578	4.24436	4.40763	4.42546	4.39602	4.33012	4.64642	4.30611	4.68981	4.51034	4.49514	4.41091	4.14819	4.2366	4.35758	4.52949	4.56344	4.36398
LEF1	5.56729	6.44602	6.41163	6.74599	7.73695	5.40218	5.29538	4.96339	5.19297	5.51744	5.18713	5.47887	5.85808	5.21036	5.24448	5.21874	5.46192	5.40681	5.14792	5.1819
LEFTY1	6.74156	6.47902	6.53416	6.88898	6.94916	6.75415	6.58957	6.86451	6.52729	6.72294	6.43335	6.65905	6.98162	6.75158	6.82542	6.47303	7.36687	7.25417	6.70107	6.67971
LEFTY2	7.33577	7.0115	7.07066	7.23652	7.26639	7.71582	7.51626	7.43802	7.28542	7.59913	7.46654	7.19882	7.3596	6.89547	7.54865	7.31059	7.30384	7.48591	7.38692	7.19373
LEKR1	4.32129	4.56596	4.40705	4.20294	4.52921	4.25177	4.52561	4.23328	4.42291	4.40384	4.19745	4.81745	4.53471	4.42067	4.30242	4.42291	4.82308	4.54261	4.42521	4.43735
LELP1	5.58512	5.28605	5.44938	5.52402	5.42185	5.35697	5.77307	5.59782	5.50147	5.77355	5.6918	5.59344	5.70957	5.40841	5.74748	5.60055	5.29338	5.58725	5.75851	5.54293
LEMD1	3.67138	3.41626	3.50453	3.62605	3.62606	3.9734	4.28945	3.24823	3.56065	3.60535	3.53909	3.82661	3.60535	3.39757	3.60535	3.5106	3.75884	3.74815	3.5895	3.29873
LEMD2	7.58692	7.72282	7.74036	7.64056	7.81581	7.73491	7.86052	7.80127	7.89782	7.8346	7.99196	7.60656	7.75597	7.95713	7.87189	7.8031	7.71757	7.72003	7.83084	7.86977
LEMD3	7.03819	6.99252	7.215	6.96314	7.04814	7.11571	6.72194	7.04978	7.20138	7.0677	7.34416	6.94058	6.91232	6.97013	7.09761	7.41083	6.8601	7.03891	7.04866	7.18365
LENEP	5.36679	5.18451	5.34925	5.2093	5.62706	5.19319	5.57612	5.35731	5.30849	5.39687	5.34016	5.30408	5.26446	5.39722	5.22025	5.34208	5.63657	5.43146	5.35731	5.35731
LENG1	6.58074	6.20573	5.90256	6.35639	6.40315	6.17345	6.13174	6.28427	6.26005	6.24144	6.24144	6.03547	6.39434	6.33399	5.97163	6.10296	6.27211	6.19652	6.26575	6.04462
LENG8	8.8993	9.02843	8.78688	9.07365	9.10975	9.03919	8.91064	8.94484	8.97656	8.90957	9.27194	8.87744	8.96794	9.38682	8.58807	9.1183	9.21859	8.96233	8.87934	8.86152
LENG9	6.27609	5.79427	5.98823	5.96673	5.9201	6.44938	6.14602	6.18671	6.02326	6.22562	6.00987	5.99059	6.11	6.36197	6.10099	5.91315	6.2027	6.14793	6.31276	5.83171
LEO1	6.47544	7.00512	6.98233	6.8227	6.70289	7.15787	6.66803	6.23955	7.01533	6.85651	6.9781	6.71196	7.07937	6.80218	6.90148	7.08659	6.74612	6.69901	6.81129	7.07405
LEP	8.5344	4.9758	4.84288	7.18144	5.20009	8.18358	8.43069	7.87651	8.57055	6.06606	7.24957	9.96907	9.5135	5.75038	7.34981	8.88868	7.26567	8.69084	6.5828	7.77208
LEPROT///LEPR	8.34208	8.44988	9.04893	8.66802	8.73071	8.25593	8.64021	8.77309	8.72551	8.80734	8.60872	8.52853	8.2741	8.37995	8.80946	9.11739	8.69842	8.73903	9.16777	8.93124
LEPROTL1	7.99677	8.14525	8.06411	8.20976	8.37875	7.85412	7.93526	8.15349	8.24551	8.04371	7.92431	8.27519	8.11263	8.03131	8.05498	8.21273	8.10743	8.22798	8.24136	8.00927
LETM1	8.17884	7.60047	7.64544	7.40876	8.49389	7.76085	7.6974	7.7712	7.83229	7.76763	7.95886	7.73949	7.76706	7.82936	7.25744	7.44593	7.8908	7.95112	7.60344	7.9681
LETM2	4.14601	4.09305	3.93948	4.2261	4.15294	4.67984	4.29843	4.21065	4.10765	4.40036	4.08469	4.21065	4.29372	4.13344	4.10197	3.94448	4.09895	4.28037	4.21065	4.40807
LETMD1	8.87774	8.93337	9.40534	8.67671	10.1305	8.7028	9.09155	9.08891	9.11682	8.9394	9.26202	8.58256	8.53493	9.10013	8.73321	8.7111	8.79789	9.21877	8.94248	8.76293
LEXM	3.86536	3.66221	3.59755	3.7847	3.8838	4.19633	3.83495	3.75672	3.82057	3.83334	3.79943	3.8169	3.78759	4.11016	3.64282	3.45693	4.10668	4.22326	3.52084	3.59695
LFNG	6.8379	5.93503	6.28166	6.50369	6.62565	6.31591	6.56986	6.51867	6.40617	6.00922	6.77592	6.7721	6.65601	6.95212	6.21674	7.02266	6.96772	6.94823	6.421	6.51492
LGALS1	11.8424	10.8044	10.4562	11.0556	10.9468	11.4415	11.4192	11.2209	11.124	11.0256	11.2284	11.675	11.6113	10.9855	11.0125	11.3619	11.2478	11.5024	11.0488	10.9851
LGALS12	10.2324	8.85817	8.5471	8.61253	9.54472	9.19386	9.4848	10.2785	9.36564	8.98264	9.50775	8.54768	9.50687	9.80719	9.05539	8.65135	8.88051	9.78523	9.35435	9.02254
LGALS13	2.60911	3.11514	3.06803	3.28067	3.27341	3.28699	3.34964	2.78318	2.76919	3.39918	3.23829	3.35676	2.99113	2.99448	3.49198	2.70345	3.83766	2.85648	2.98672	2.99508
LGALS14	3.96255	3.72753	3.87158	4.32894	3.52977	4.66256	4.14858	4.08225	3.86824	4.1472	3.91628	4.26178	3.88569	3.98276	4.20204	3.89513	4.76614	3.98258	4.08225	4.02502
LGALS16	3.56312	3.58009	3.03449	3.86628	3.14202	4.03341	3.71793	3.48701	3.41758	3.58009	3.56262	4.21533	3.57066	3.92355	3.70558	2.87084	4.38833	3.45042	3.55861	3.46104
LGALS17A	4.22481	3.72002	4.16137	3.96582	3.55123	4.14104	4.00254	3.96327	3.77755	4.12056	3.72002	3.70052	4.08951	4.25928	3.96157	3.68417	3.71428	3.93384	3.82472	3.73659
LGALS2	5.39927	6.72569	6.25674	7.36508	6.79131	5.38428	5.34036	5.16057	4.95613	4.94686	5.22769	5.84667	5.5031	5.35786	5.12111	5.15914	5.24613	5.39927	4.96418	5.06347
LGALS3	7.84177	8.12926	7.99544	7.93674	7.72136	8.17777	8.25669	8.42604	8.3287	8.06344	8.63111	8.39576	8.20996	8.29459	8.24426	8.23424	8.07918	8.23155	8.02446	8.58731
LGALS3BP	10.6485	9.68236	9.16238	9.76283	9.72503	9.98987	9.68155	9.48645	9.57851	8.85969	9.75944	9.6721	10.012	8.68352	9.27124	9.7392	9.92251	9.654	9.3528	9.60384
LGALS4	6.18918	5.97017	5.86789	6.15532	6.27271	6.15875	6.25307	6.08214	6.45994	6.53851	6.31354	6.20583	6.15854	6.1866	6.18541	6.28132	6.47911	6.2609	6.33193	5.87976
LGALS7B///LGALS7	7.4437	7.18928	7.12005	7.05011	7.25657	7.12918	7.26428	7.24559	7.09054	7.37555	7.09494	7.2557	7.19319	7.61839	7.39997	6.56892	6.91259	7.55011	7.22063	7.11693
LGALS8	7.5862	8.08733	8.29754	8.18394	7.8399	7.29315	7.67683	8.18347	7.8399	7.48228	7.6754	7.86825	7.71332	7.09183	7.61809	7.89146	7.57554	7.84758	7.52669	7.67418
LGALS8-AS1	5.30917	5.13333	5.16283	5.26653	5.31217	5.34247	5.37022	5.27529	5.16714	5.29995	5.28593	5.53777	5.36663	5.11481	5.29005	5.29628	5.20482	5.46359	5.24066	5.27772
LGALS9	6.21957	5.60221	5.07699	5.15565	4.57034	5.72078	4.08649	4.52941	4.52868	4.72398	4.56317	5.00945	5.39785	3.81049	4.33449	4.87949	4.63457	4.39095	4.87949	4.85238
LGALS9C///LGALS9B///LGALS9	9.25448	8.1581	8.18513	8.31822	7.69521	8.90265	7.26092	6.88019	7.44729	7.47338	7.30659	7.91777	7.80689	7.31888	7.40837	7.72074	7.4065	7.37412	7.43976	7.5778
LGALSL///LGALSL	8.22158	7.78694	7.72627	8.1242	7.30715	8.07761	7.97308	7.75789	7.81573	7.47126	7.8892	7.7887	8.13884	7.7153	7.84574	8.13441	7.80824	7.89298	7.88111	8.18761
LGI1	3.76366	3.39198	3.61544	3.95038	4.35958	3.99249	4.15534	4.04304	3.8165	4.46914	3.99249	4.1056	3.73553	3.67084	3.54566	4.01777	4.31973	4.10048	4.64787	3.52356
LGI2	5.70681	6.64693	6.62643	6.85669	5.73589	5.77203	5.77412	5.62006	5.58176	5.72631	6.09544	6.19332	6.1559	5.77964	6.01901	6.33835	5.88102	5.82784	6.10412	6.21845
LGI3	5.82959	5.64618	5.54279	5.59742	5.9062	5.57254	5.74836	5.74936	5.41616	5.812	5.71197	5.63678	5.62549	6.07767	5.76872	5.33654	5.54159	5.5337	5.67183	5.58846
LGI4	6.62423	6.08486	6.29955	6.12719	6.55989	6.63986	6.66482	6.75667	6.9146	7.16947	6.99002	6.06296	6.59778	7.4937	6.41305	6.72713	7.293	6.67503	6.834	6.69659
LGMN	9.87578	10.3552	10.5661	10.7479	9.42987	10.1891	9.7112	9.3072	9.74199	10.1664	9.9687	10.2219	10.2373	9.02134	10.0987	10.473	9.80204	9.95188	10.2712	9.73874
LGR4	8.07434	8.25912	8.23642	8.06407	7.81412	8.06166	8.66234	8.87141	9.02619	9.31756	8.87011	8.62373	8.12626	8.46912	8.41035	8.77277	8.77638	8.65119	8.19642	8.28944
LGR5	4.44192	3.94582	3.76272	4.14484	3.91925	5.48601	4.90215	4.51306	5.03129	5.16391	6.50704	4.90215	4.99429	4.53903	4.75792	5.81844	5.44974	5.19135	4.71117	6.36276
LGR6	5.04773	5.55219	5.17914	5.44043	5.09044	4.74816	5.09401	5.1057	5.08045	5.63336	4.99844	5.04034	5.17772	4.98744	5.20822	4.94662	5.42259	4.92425	4.9963	4.85828
LGSN	3.03025	3.09455	2.94695	2.94166	3.07618	2.96036	3.1812	2.96036	2.99999	2.96036	2.85758	3.28261	2.73726	3.03945	2.78701	2.66634	3.11122	2.87743	2.86396	2.93873
LHB	6.70486	6.44575	6.27621	6.57038	6.54729	6.66583	6.93627	6.44779	6.80444	6.99838	6.71806	6.66583	6.71676	6.50179	6.73816	6.57733	6.89838	6.60629	6.81309	6.38457
LHCGR	4.6618	5.26522	4.57504	5.29771	5.19723	5.17429	5.47827	5.48019	5.73858	5.0668	5.46571	6.33404	6.08727	5.29451	5.43716	6.16724	5.43716	6.28585	4.8203	5.78625
LHFP	9.246	9.30207	9.3947	9.10639	9.1539	9.57312	9.60519	9.49088	9.57096	9.52702	9.80796	8.85372	9.76525	9.46466	9.70166	10.0411	9.58397	9.42351	9.58277	9.57162
LHFPL1	4.50054	4.08947	4.23187	4.26454	3.87104	4.2184	4.27761	4.2635	4.24593	4.16722	4.14106	4.03792	4.75285	4.02749	4.56856	3.93182	4.45547	4.16335	4.5237	4.23758
LHFPL2	7.65739	8.24002	8.37395	7.88517	7.29411	7.88645	7.58173	7.17639	7.58769	7.82817	7.55143	7.82895	8.36178	7.01282	7.80066	8.32737	7.72881	7.69522	7.72881	7.46028
LHFPL3	5.15924	5.05924	4.99826	5.00951	5.30899	5.40699	5.21668	5.20543	4.99402	5.64884	5.22794	5.24988	5.1912	5.26285	5.29473	5.01016	5.47919	5.44693	5.48002	5.43148
LHFPL4	6.65042	6.45748	6.18591	6.54903	6.54611	6.24578	6.41599	6.46321	6.39967	6.77935	6.2286	6.46134	6.53754	6.48724	6.53388	6.17695	6.46856	6.50478	6.67627	6.3586
LHFPL5	5.31608	5.18428	5.27999	5.34217	5.27518	5.47684	5.29535	5.62649	5.18878	5.45791	5.22343	5.17964	5.3701	5.62476	5.06072	5.26971	5.36275	5.67971	5.45803	5.22125
LHPP	6.97478	6.52568	6.49756	6.98693	6.90356	6.71621	6.71521	6.8625	6.52268	6.49095	6.56493	6.71521	7.04781	6.65105	6.5547	6.46876	6.76323	6.84432	6.71521	6.4184
LHX1	6.23558	5.93396	5.95004	6.16185	6.08996	5.81169	6.16588	6.15134	6.07141	6.31602	5.95338	6.19521	6.20368	6.40443	6.20365	5.96719	6.13279	5.99416	6.4716	6.06104
LHX2	5.97943	5.68111	5.59208	5.72381	6.41434	5.68727	5.7748	5.85832	5.53409	5.90032	5.56538	5.62055	6.02926	5.84252	5.74367	5.37001	5.87588	5.82789	5.7748	5.59807
LHX3	6.86865	6.21946	6.24662	6.59706	6.49178	6.51726	6.63967	6.43418	6.31735	6.50834	6.25212	6.36529	6.42362	6.46724	6.29387	6.27426	6.94008	6.61193	6.26342	6.25795
LHX4	5.4183	4.99847	4.9192	5.21654	5.23063	5.36622	5.07446	5.48062	4.82385	5.16297	5.10371	5.1278	5.08112	5.06943	5.05579	4.84409	5.13577	5.15839	5.14737	4.9618
LHX5	5.69879	5.14158	5.19272	5.5217	5.84275	5.27235	5.4803	5.55262	5.23127	5.1588	4.99847	5.34091	5.57342	6.01053	5.46556	4.98485	5.42325	5.81211	5.45296	5.41298
LHX6	6.693	6.554	6.6392	6.84466	6.30122	6.31605	6.83984	6.8065	6.80024	7.37286	6.73543	7.03336	6.83155	6.99833	6.58391	7.44148	7.85803	7.19899	6.75704	6.43518
LHX8	4.09477	4.16876	3.90283	4.45739	3.80297	4.12593	4.23121	4.28977	3.68534	4.00195	3.81631	4.36107	4.33821	4.37199	4.09775	4.02326	4.63596	4.56211	4.29122	4.12281
LHX9	4.32915	3.9909	4.13582	4.32469	4.20827	4.69989	4.52559	4.2403	4.00528	4.50611	4.22898	4.32469	4.4328	4.30492	4.62627	4.29193	4.72762	4.36317	4.32919	4.11432
LIAS	5.83577	6.1167	6.59329	5.7425	6.84706	5.80763	6.12994	6.278	6.17192	6.00678	6.4734	5.9132	5.66057	6.26966	5.92005	6.17881	6.15636	6.24409	6.08343	5.98932
LIF	4.7544	5.01092	4.90148	5.4593	4.28846	5.38013	4.82997	4.28331	4.50839	4.98635	4.86567	4.77668	5.18092	4.76773	4.98666	4.84441	4.82996	4.5804	4.82996	4.82996
LIFR	9.10246	10.1532	10.3207	9.31501	9.29889	9.33907	9.45016	9.88676	10.0087	9.62102	9.95162	8.97421	8.66915	9.73535	10.1248	9.35864	9.30335	9.28865	9.98542	10.4796
LIG1	6.4793	6.66441	6.58758	6.59045	6.76711	6.41643	6.30444	6.50924	6.34727	6.41212	6.29169	6.43199	6.49227	6.61963	6.46347	6.16737	6.73628	6.68029	6.53293	6.09226
LIG3	7.09693	7.31887	7.24559	6.95364	6.79206	7.02683	7.05851	6.88523	6.97177	7.0817	7.35172	6.84362	7.16214	7.25417	6.9772	7.32661	6.97274	6.75219	7.10604	7.42732
LIG4	6.13291	6.29383	6.50544	6.25437	6.47507	6.14346	6.58766	6.53158	6.53955	6.08511	6.37605	6.50757	6.18004	6.3369	6.23453	6.11833	6.44578	6.37624	6.25354	6.36921
LILRA1	5.50529	5.28299	5.3596	5.46853	5.4493	5.90723	5.89756	5.33101	5.60033	5.46853	5.46853	5.63255	5.46853	5.7303	5.41238	5.75235	5.46853	5.05318	5.34558	5.19236
LILRA2	4.59295	3.90912	4.52027	4.11883	4.04476	4.56891	4.04454	4.22373	4.45177	4.64738	3.40398	3.71815	4.16703	4.52666	3.56729	4.13899	4.40059	4.55282	4.12344	3.92172
LILRA3	5.66674	5.71005	4.95073	5.68489	5.66804	5.49751	5.76345	5.64621	5.68973	5.6511	5.32017	5.98568	5.88971	5.20244	5.87537	5.09878	6.00705	5.43003	5.50493	5.81902
LILRA4	5.4785	5.0143	5.08283	5.44714	5.57353	5.46316	5.35929	5.11048	5.16784	4.9756	4.7864	5.30877	4.97172	5.33487	5.19006	4.88251	5.13433	5.42281	5.06511	5.03679
LILRA5	5.36013	4.91713	4.83403	5.03401	4.67497	5.27218	4.60787	4.8693	4.48975	5.19126	4.69444	4.85555	5.13862	4.67808	4.74689	4.5944	5.46678	5.33026	4.8411	4.72091
LILRA6	5.9816	5.64693	5.81674	5.6771	5.41671	5.73555	5.6771	5.51197	5.73965	5.81184	5.31409	5.54114	5.46969	5.90576	5.59921	5.79442	5.6771	5.50993	5.51701	5.71888
LILRB1	6.19101	6.83116	6.51398	6.1338	6.60931	6.15238	6.03289	6.07309	5.81683	5.94287	5.79978	6.21083	6.11691	5.84181	6.03374	6.21975	5.91691	5.87376	6.05569	5.94515
LILRB2	6.78152	6.96043	6.72805	6.73138	6.30727	6.84685	6.26483	6.14748	6.38522	6.46554	6.38332	6.91888	6.53904	6.30069	6.28607	6.83977	6.47538	6.46706	6.36161	6.17611
LILRB3	6.33695	6.22337	5.9898	6.72542	5.94996	6.43871	5.97683	5.87049	5.99409	6.51212	6.00776	6.63303	6.59002	6.1601	6.14154	5.88355	6.49816	5.91694	5.93432	5.9494
LILRB4	6.76997	7.83684	8.11093	7.51258	6.61251	6.43323	6.37479	6.14847	6.3134	6.36698	6.36989	7.37393	7.01022	6.13949	6.80517	6.72209	6.36511	6.39219	6.46369	6.62208
LILRB5	7.36964	7.45649	7.6059	7.92063	6.78924	6.90498	7.00505	6.78177	7.09199	7.19742	7.17579	7.35736	7.28984	6.71988	7.05097	7.77443	7.41974	7.29086	6.9911	6.92625
LILRP2	5.08634	4.93249	4.7679	4.68996	4.95225	5.15253	4.84812	5.06841	4.92408	5.25493	4.87439	5.00205	4.88857	5.35151	4.95225	4.6913	4.98284	5.00205	4.85927	4.95225
LIM2	5.41492	5.06719	5.11728	5.21185	5.14043	5.16928	5.13201	5.12	5.14259	5.37514	5.02985	5.14689	5.25848	5.15666	5.12309	4.90281	5.48399	5.46663	5.24042	5.19617
LIMA1	10.2025	9.89167	9.66467	9.56468	9.92039	9.95292	10.139	10.4652	10.2686	10.1865	10.2422	10.0666	9.82773	9.98317	10.2044	10.1255	9.51322	9.87104	10.2642	10.1469
LIMCH1	7.64911	7.69566	7.3648	7.87029	7.12027	7.84489	8.40625	8.65591	8.75469	8.94621	8.65274	8.74287	8.02733	8.283	8.44293	8.65924	8.34737	8.03216	8.04857	8.66742
LIMD1	7.49872	7.56001	7.4031	7.51085	7.64279	7.25785	7.27677	7.32918	7.07559	7.32341	7.93382	7.15603	7.3891	7.60901	7.24969	7.7942	7.83709	7.18728	7.39139	7.74578
LIMD1-AS1	5.9328	4.43883	5.04959	4.9216	5.18541	6.71064	5.17903	4.50847	5.47211	4.9888	5.55281	7.53505	3.89725	4.45105	5.69274	5.7508	5.89478	5.49409	5.4651	5.94126
LIMD2	7.24667	7.06109	7.14757	6.99052	7.52539	7.0971	7.13757	7.09364	7.09381	7.09107	6.93724	6.96785	7.07966	7.50082	7.12905	6.82235	7.06422	7.18473	7.09151	7.08464
LIME1	6.96349	6.91389	6.56618	7.05226	7.14422	6.94637	6.8722	6.96848	6.76943	6.93601	6.87523	6.78951	7.10891	7.15371	6.98734	6.58258	7.35509	7.21852	6.99424	6.76855
LIMK1	7.05237	6.85331	6.72178	7.11046	7.35639	6.82726	6.80519	6.71804	6.63164	6.52373	6.77167	7.13	7.15481	6.73918	6.73815	7.09594	6.96201	6.85723	6.64751	6.65774
LIMK2	7.61675	7.26084	7.11898	7.32253	7.01001	7.46576	6.99326	7.04823	6.96106	7.63311	7.39848	7.1113	7.33036	7.20004	7.1021	7.21579	7.49878	7.18043	7.0433	7.22817
LIMS1	9.29866	9.00051	8.88874	8.95874	9.13961	9.13249	9.24644	9.33487	8.85411	8.89667	9.10824	9.51355	9.40879	8.93038	9.21158	9.25941	8.95846	9.76101	9.2898	9.29202
LIMS2	7.39231	7.20689	7.24864	7.40057	7.45097	7.54671	7.71436	7.48088	7.59011	7.79919	8.06609	7.29089	7.66814	7.69141	7.44308	7.90782	8.11329	7.71963	7.57445	7.54403
LIMS4///LIMS3-LOC440895///LIMS3///LIMS1	9.24747	8.86912	8.92517	8.95831	8.93494	8.98791	9.35197	9.3514	9.13837	8.92772	9.10501	9.31866	9.20493	8.83022	9.06807	9.19899	9.0233	9.34171	9.09662	8.99966
LIN28A	5.53144	5.16511	4.75102	5.42483	4.91172	5.33073	5.01854	5.11211	5.05833	5.24527	4.89375	5.31711	5.1809	4.61143	5.29075	4.87608	5.09061	5.21347	5.3032	5.28324
LIN28B	2.80996	2.88219	2.53638	2.70375	2.73048	2.99155	2.9146	2.8653	2.85989	2.92201	3.14073	3.48236	2.69804	2.96779	3.00497	2.8669	3.26402	3.28944	2.66988	3.08266
LIN37	7.16361	6.90344	6.70934	7.03101	6.93516	7.03101	7.09524	7.07423	7.05188	7.04469	7.10022	6.77737	7.17807	7.22259	6.77915	6.95596	7.07565	7.07061	6.95904	6.95707
LIN52	7.15739	7.12331	7.10782	6.83326	6.87644	7.15334	7.54711	7.47712	7.40363	7.15739	7.31152	7.16886	7.05551	7.40098	7.15739	7.15098	6.9962	6.85826	7.1633	7.26657
LIN54	6.14584	6.51344	6.51344	6.49195	6.51344	6.49249	6.70639	6.47873	6.84109	6.52181	6.77444	6.51344	6.32367	6.39491	6.5673	6.78084	6.26559	6.33061	6.46083	6.51344
LIN7A	5.33868	5.16657	5.11212	4.40395	4.86895	5.45293	5.9932	5.76361	5.73198	5.96987	5.85514	5.21475	5.19637	5.43618	5.43618	5.28431	5.52495	5.69192	5.56023	5.45785
LIN7B	6.18215	6.24144	6.05853	6.03683	6.38749	6.23282	6.27479	6.24704	6.23678	6.24144	6.16026	6.42678	6.48833	6.4092	6.15678	6.11887	6.46581	6.3048	6.3756	6.12323
LIN7C	7.36269	7.86349	7.9741	7.96489	7.79552	7.89224	7.56048	7.68774	7.92945	7.76055	7.86848	7.98541	7.38399	7.58158	7.85992	7.80948	7.63943	7.77163	7.62289	7.66141
LIN9	4.94809	5.51024	5.37619	4.76781	5.53468	5.05533	5.03194	5.32788	5.10618	4.54869	4.99193	4.86105	4.65383	5.22648	5.34514	5.12542	5.04643	4.97139	5.2539	4.92021
LINC00028	5.13259	5.0819	4.91263	5.18519	5.05092	5.11268	4.94763	5.13555	4.89536	5.25493	5.06876	4.91272	5.41503	4.89109	4.84422	4.82343	4.85367	5.34063	5.16838	5.14967
LINC00029	5.2563	5.28517	5.18432	5.22161	5.46165	4.84902	5.42195	5.30829	5.10453	5.63285	5.24179	5.22695	5.31556	5.2487	5.36761	4.97276	5.59483	5.29569	5.36849	5.11305
LINC00052	3.46079	3.25917	3.07886	3.22458	3.38704	3.2578	3.38508	3.4452	3.23901	3.62129	3.18416	3.5925	3.48399	3.11191	3.06476	3.1934	3.35146	3.84781	3.19343	3.34222
LINC00083	5.95965	5.74473	5.6314	5.99041	5.98815	5.86432	5.93569	5.9737	5.83172	5.92038	5.73784	5.92468	6.2123	5.87765	6.10426	5.46015	5.86937	6.08183	5.95606	5.72817
LINC00094	6.22656	5.57706	5.50313	5.67897	6.07325	5.80025	5.37808	5.36826	5.30811	5.79913	5.68627	5.57026	5.93644	5.51532	5.55286	5.67666	5.47932	5.77494	5.55183	5.67336
LINC00114	3.908	4.1507	3.67234	4.48157	4.23973	4.20222	4.245	4.12456	3.99122	4.62312	4.27918	4.32209	4.2984	4.6173	4.27508	4.04282	4.42468	4.24867	4.38189	4.13936
LINC00115	6.70953	6.67808	6.8573	6.84032	6.94498	6.69132	6.80844	6.68034	7.14605	6.74461	6.80571	6.70781	6.68717	7.26711	6.83466	6.93668	6.81988	6.90068	6.82152	6.75227
LINC00116	4.16094	4.47506	4.20136	4.53052	4.22779	3.91702	4.32768	4.21108	4.08427	3.93082	3.63177	3.93061	3.96194	4.38267	4.20136	4.31864	4.26271	3.91637	3.60614	4.20136
